code_5,code_4,code_3,code_2,code_1,libelle_5,libelle_4,libelle_3,libelle_2,libelle_1
24.51Z,24.51,24.5,24,C,Fonderie de fonte,Fonderie de fonte,Fonderie,Métallurgie,Industrie manufacturière
24.52Z,24.52,24.5,24,C,Fonderie d'acier,Fonderie d'acier,Fonderie,Métallurgie,Industrie manufacturière
24.53Z,24.53,24.5,24,C,Fonderie de métaux légers,Fonderie de métaux légers,Fonderie,Métallurgie,Industrie manufacturière
24.54Z,24.54,24.5,24,C,Fonderie d'autres métaux non ferreux,Fonderie d'autres métaux non ferreux,Fonderie,Métallurgie,Industrie manufacturière
25.11Z,25.11,25.1,25,C,Fabrication de structures métalliques et de parties de structures,Fabrication de structures métalliques et de parties de structures,Fabrication d'éléments en métal pour la construction,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.12Z,25.12,25.1,25,C,Fabrication de portes et fenêtres en métal,Fabrication de portes et fenêtres en métal,Fabrication d'éléments en métal pour la construction,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.21Z,25.21,25.2,25,C,Fabrication de radiateurs et de chaudières pour le chauffage central,Fabrication de radiateurs et de chaudières pour le chauffage central,Fabrication de réservoirs citernes et conteneurs métalliques,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.29Z,25.29,25.2,25,C,Fabrication d'autres réservoirs citernes et conteneurs métalliques,Fabrication d'autres réservoirs citernes et conteneurs métalliques,Fabrication de réservoirs citernes et conteneurs métalliques,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.30Z,25.30,25.3,25,C,Fabrication de générateurs de vapeur à l'exception des chaudières pour le chauffage central,Fabrication de générateurs de vapeur à l'exception des chaudières pour le chauffage central,Fabrication de générateurs de vapeur à l'exception des chaudières pour le chauffage central,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.40Z,25.40,25.4,25,C,Fabrication d'armes et de munitions,Fabrication d'armes et de munitions,Fabrication d'armes et de munitions,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.50A,25.50,25.5,25,C,Forge estampage matriçage  métallurgie des poudres,Forge emboutissage estampage  métallurgie des poudres,Forge emboutissage estampage  métallurgie des poudres,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.50B,25.50,25.5,25,C,Découpage emboutissage,Forge emboutissage estampage  métallurgie des poudres,Forge emboutissage estampage  métallurgie des poudres,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.61Z,25.61,25.6,25,C,Traitement et revêtement des métaux,Traitement et revêtement des métaux,Traitement et revêtement des métaux  usinage,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.62A,25.62,25.6,25,C,Décolletage,Usinage,Traitement et revêtement des métaux  usinage,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.62B,25.62,25.6,25,C,Mécanique industrielle,Usinage,Traitement et revêtement des métaux  usinage,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.71Z,25.71,25.7,25,C,Fabrication de coutellerie,Fabrication de coutellerie,Fabrication de coutellerie d'outillage et de quincaillerie,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.72Z,25.72,25.7,25,C,Fabrication de serrures et de ferrures,Fabrication de serrures et de ferrures,Fabrication de coutellerie d'outillage et de quincaillerie,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.73A,25.73,25.7,25,C,Fabrication de moules et modèles,Fabrication d'outillage,Fabrication de coutellerie d'outillage et de quincaillerie,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.73B,25.73,25.7,25,C,Fabrication d'autres outillages,Fabrication d'outillage,Fabrication de coutellerie d'outillage et de quincaillerie,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.91Z,25.91,25.9,25,C,Fabrication de fûts et emballages métalliques similaires,Fabrication de fûts et emballages métalliques similaires,Fabrication d'autres ouvrages en métaux,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.92Z,25.92,25.9,25,C,Fabrication d'emballages métalliques légers,Fabrication d'emballages métalliques légers,Fabrication d'autres ouvrages en métaux,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.93Z,25.93,25.9,25,C,Fabrication d'articles en fils métalliques de chaînes et de ressorts,Fabrication d'articles en fils métalliques de chaînes et de ressorts,Fabrication d'autres ouvrages en métaux,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.94Z,25.94,25.9,25,C,Fabrication de vis et de boulons,Fabrication de vis et de boulons,Fabrication d'autres ouvrages en métaux,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.99A,25.99,25.9,25,C,Fabrication d'articles métalliques ménagers,Fabrication d'autres produits métalliques n.c.a.,Fabrication d'autres ouvrages en métaux,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
25.99B,25.99,25.9,25,C,Fabrication d'autres articles métalliques,Fabrication d'autres produits métalliques n.c.a.,Fabrication d'autres ouvrages en métaux,Fabrication de produits métalliques à l'exception des machines et des équipements,Industrie manufacturière
26.11Z,26.11,26.1,26,C,Fabrication de composants électroniques,Fabrication de composants électroniques,Fabrication de composants et cartes électroniques,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.12Z,26.12,26.1,26,C,Fabrication de cartes électroniques assemblées,Fabrication de cartes électroniques assemblées,Fabrication de composants et cartes électroniques,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.20Z,26.20,26.2,26,C,Fabrication d'ordinateurs et d'équipements périphériques,Fabrication d'ordinateurs et d'équipements périphériques,Fabrication d'ordinateurs et d'équipements périphériques,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.30Z,26.30,26.3,26,C,Fabrication d'équipements de communication,Fabrication d'équipements de communication,Fabrication d'équipements de communication,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.40Z,26.40,26.4,26,C,Fabrication de produits électroniques grand public,Fabrication de produits électroniques grand public,Fabrication de produits électroniques grand public,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.51A,26.51,26.5,26,C,Fabrication d'équipements d'aide à la navigation,Fabrication d'instruments et d'appareils de mesure d'essai et de navigation,Fabrication d'instruments et d'appareils de mesure d'essai et de navigation  horlogerie,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.51B,26.51,26.5,26,C,Fabrication d'instrumentation scientifique et technique,Fabrication d'instruments et d'appareils de mesure d'essai et de navigation,Fabrication d'instruments et d'appareils de mesure d'essai et de navigation  horlogerie,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.52Z,26.52,26.5,26,C,Horlogerie,Horlogerie,Fabrication d'instruments et d'appareils de mesure d'essai et de navigation  horlogerie,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.60Z,26.60,26.6,26,C,Fabrication d'équipements d'irradiation médicale d'équipements électromédicaux et électrothérapeutiques,Fabrication d'équipements d'irradiation médicale d'équipements électromédicaux et électrothérapeutiques,Fabrication d'équipements d'irradiation médicale d'équipements électromédicaux et électrothérapeutiques,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.70Z,26.70,26.7,26,C,Fabrication de matériels optique et photographique,Fabrication de matériels optique et photographique,Fabrication de matériels optique et photographique,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
26.80Z,26.80,26.8,26,C,Fabrication de supports magnétiques et optiques,Fabrication de supports magnétiques et optiques,Fabrication de supports magnétiques et optiques,Fabrication de produits informatiques électroniques et optiques,Industrie manufacturière
27.11Z,27.11,27.1,27,C,Fabrication de moteurs génératrices et transformateurs électriques,Fabrication de moteurs génératrices et transformateurs électriques,Fabrication de moteurs génératrices et transformateurs électriques et de matériel de distribution et de commande électrique,Fabrication d'équipements électriques,Industrie manufacturière
27.12Z,27.12,27.1,27,C,Fabrication de matériel de distribution et de commande électrique,Fabrication de matériel de distribution et de commande électrique,Fabrication de moteurs génératrices et transformateurs électriques et de matériel de distribution et de commande électrique,Fabrication d'équipements électriques,Industrie manufacturière
27.20Z,27.20,27.2,27,C,Fabrication de piles et d'accumulateurs électriques,Fabrication de piles et d'accumulateurs électriques,Fabrication de piles et d'accumulateurs électriques,Fabrication d'équipements électriques,Industrie manufacturière
27.31Z,27.31,27.3,27,C,Fabrication de câbles de fibres optiques,Fabrication de câbles de fibres optiques,Fabrication de fils et câbles et de matériel d'installation électrique,Fabrication d'équipements électriques,Industrie manufacturière
27.32Z,27.32,27.3,27,C,Fabrication d'autres fils et câbles électroniques ou électriques,Fabrication d'autres fils et câbles électroniques ou électriques,Fabrication de fils et câbles et de matériel d'installation électrique,Fabrication d'équipements électriques,Industrie manufacturière
27.33Z,27.33,27.3,27,C,Fabrication de matériel d'installation électrique,Fabrication de matériel d'installation électrique,Fabrication de fils et câbles et de matériel d'installation électrique,Fabrication d'équipements électriques,Industrie manufacturière
27.40Z,27.40,27.4,27,C,Fabrication d'appareils d'éclairage électrique,Fabrication d'appareils d'éclairage électrique,Fabrication d'appareils d'éclairage électrique,Fabrication d'équipements électriques,Industrie manufacturière
27.51Z,27.51,27.5,27,C,Fabrication d'appareils électroménagers,Fabrication d'appareils électroménagers,Fabrication d'appareils ménagers,Fabrication d'équipements électriques,Industrie manufacturière
27.52Z,27.52,27.5,27,C,Fabrication d'appareils ménagers non électriques,Fabrication d'appareils ménagers non électriques,Fabrication d'appareils ménagers,Fabrication d'équipements électriques,Industrie manufacturière
27.90Z,27.90,27.9,27,C,Fabrication d'autres matériels électriques,Fabrication d'autres matériels électriques,Fabrication d'autres matériels électriques,Fabrication d'équipements électriques,Industrie manufacturière
28.11Z,28.11,28.1,28,C,Fabrication de moteurs et turbines à l'exception des moteurs d'avions et de véhicules,Fabrication de moteurs et turbines à l'exception des moteurs d'avions et de véhicules,Fabrication de machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.12Z,28.12,28.1,28,C,Fabrication d'équipements hydrauliques et pneumatiques,Fabrication d'équipements hydrauliques et pneumatiques,Fabrication de machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.13Z,28.13,28.1,28,C,Fabrication d'autres pompes et compresseurs,Fabrication d'autres pompes et compresseurs,Fabrication de machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.14Z,28.14,28.1,28,C,Fabrication d'autres articles de robinetterie,Fabrication d'autres articles de robinetterie,Fabrication de machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.15Z,28.15,28.1,28,C,Fabrication d'engrenages et d'organes mécaniques de transmission,Fabrication d'engrenages et d'organes mécaniques de transmission,Fabrication de machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.21Z,28.21,28.2,28,C,Fabrication de fours et brûleurs,Fabrication de fours et brûleurs,Fabrication d'autres machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.22Z,28.22,28.2,28,C,Fabrication de matériel de levage et de manutention,Fabrication de matériel de levage et de manutention,Fabrication d'autres machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.23Z,28.23,28.2,28,C,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),Fabrication d'autres machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.24Z,28.24,28.2,28,C,Fabrication d'outillage portatif à moteur incorporé,Fabrication d'outillage portatif à moteur incorporé,Fabrication d'autres machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.25Z,28.25,28.2,28,C,Fabrication d'équipements aérauliques et frigorifiques industriels,Fabrication d'équipements aérauliques et frigorifiques industriels,Fabrication d'autres machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.29A,28.29,28.2,28,C,Fabrication d'équipements d'emballage de conditionnement et de pesage,Fabrication de machines diverses d'usage général,Fabrication d'autres machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.29B,28.29,28.2,28,C,Fabrication d'autres machines d'usage général,Fabrication de machines diverses d'usage général,Fabrication d'autres machines d'usage général,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.30Z,28.30,28.3,28,C,Fabrication de machines agricoles et forestières,Fabrication de machines agricoles et forestières,Fabrication de machines agricoles et forestières,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.41Z,28.41,28.4,28,C,Fabrication de machines-outils pour le travail des métaux,Fabrication de machines de formage des métaux,Fabrication de machines de formage des métaux et de machines-outils,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.49Z,28.49,28.4,28,C,Fabrication d'autres machines-outils,Fabrication d'autres machines-outils,Fabrication de machines de formage des métaux et de machines-outils,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.91Z,28.91,28.9,28,C,Fabrication de machines pour la métallurgie,Fabrication de machines pour la métallurgie,Fabrication d'autres machines d'usage spécifique,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.92Z,28.92,28.9,28,C,Fabrication de machines pour l'extraction ou la construction,Fabrication de machines pour l'extraction ou la construction,Fabrication d'autres machines d'usage spécifique,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.93Z,28.93,28.9,28,C,Fabrication de machines pour l'industrie agro-alimentaire,Fabrication de machines pour l'industrie agro-alimentaire,Fabrication d'autres machines d'usage spécifique,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.94Z,28.94,28.9,28,C,Fabrication de machines pour les industries textiles,Fabrication de machines pour les industries textiles,Fabrication d'autres machines d'usage spécifique,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.95Z,28.95,28.9,28,C,Fabrication de machines pour les industries du papier et du carton,Fabrication de machines pour les industries du papier et du carton,Fabrication d'autres machines d'usage spécifique,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.96Z,28.96,28.9,28,C,Fabrication de machines pour le travail du caoutchouc ou des plastiques,Fabrication de machines pour le travail du caoutchouc ou des plastiques,Fabrication d'autres machines d'usage spécifique,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.99A,28.99,28.9,28,C,Fabrication de machines d'imprimerie,Fabrication d'autres machines d'usage spécifique n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
28.99B,28.99,28.9,28,C,Fabrication d'autres machines spécialisées,Fabrication d'autres machines d'usage spécifique n.c.a.,Fabrication d'autres machines d'usage spécifique,Fabrication de machines et équipements n.c.a.,Industrie manufacturière
29.10Z,29.10,29.1,29,C,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière
29.20Z,29.20,29.2,29,C,Fabrication de carrosseries et remorques,Fabrication de carrosseries et remorques,Fabrication de carrosseries et remorques,Industrie automobile,Industrie manufacturière
29.31Z,29.31,29.3,29,C,Fabrication d'équipements électriques et électroniques automobiles,Fabrication d'équipements électriques et électroniques automobiles,Fabrication d'équipements automobiles,Industrie automobile,Industrie manufacturière
29.32Z,29.32,29.3,29,C,Fabrication d'autres équipements automobiles,Fabrication d'autres équipements automobiles,Fabrication d'équipements automobiles,Industrie automobile,Industrie manufacturière
30.11Z,30.11,30.1,30,C,Construction de navires et de structures flottantes,Construction de navires et de structures flottantes,Construction navale,Fabrication d'autres matériels de transport,Industrie manufacturière
30.12Z,30.12,30.1,30,C,Construction de bateaux de plaisance,Construction de bateaux de plaisance,Construction navale,Fabrication d'autres matériels de transport,Industrie manufacturière
30.20Z,30.20,30.2,30,C,Construction de locomotives et d'autre matériel ferroviaire roulant,Construction de locomotives et d'autre matériel ferroviaire roulant,Construction de locomotives et d'autre matériel ferroviaire roulant,Fabrication d'autres matériels de transport,Industrie manufacturière
30.30Z,30.30,30.3,30,C,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière
30.40Z,30.40,30.4,30,C,Construction de véhicules militaires de combat,Construction de véhicules militaires de combat,Construction de véhicules militaires de combat,Fabrication d'autres matériels de transport,Industrie manufacturière
30.91Z,30.91,30.9,30,C,Fabrication de motocycles,Fabrication de motocycles,Fabrication de matériels de transport n.c.a.,Fabrication d'autres matériels de transport,Industrie manufacturière
30.92Z,30.92,30.9,30,C,Fabrication de bicyclettes et de véhicules pour invalides,Fabrication de bicyclettes et de véhicules pour invalides,Fabrication de matériels de transport n.c.a.,Fabrication d'autres matériels de transport,Industrie manufacturière
30.99Z,30.99,30.9,30,C,Fabrication d'autres équipements de transport n.c.a.,Fabrication d'autres équipements de transport n.c.a.,Fabrication de matériels de transport n.c.a.,Fabrication d'autres matériels de transport,Industrie manufacturière
31.01Z,31.01,31.0,31,C,Fabrication de meubles de bureau et de magasin,Fabrication de meubles de bureau et de magasin,Fabrication de meubles,Fabrication de meubles,Industrie manufacturière
31.02Z,31.02,31.0,31,C,Fabrication de meubles de cuisine,Fabrication de meubles de cuisine,Fabrication de meubles,Fabrication de meubles,Industrie manufacturière
31.03Z,31.03,31.0,31,C,Fabrication de matelas,Fabrication de matelas,Fabrication de meubles,Fabrication de meubles,Industrie manufacturière
31.09A,31.09,31.0,31,C,Fabrication de sièges d'ameublement d'intérieur,Fabrication d'autres meubles,Fabrication de meubles,Fabrication de meubles,Industrie manufacturière
31.09B,31.09,31.0,31,C,Fabrication d'autres meubles et industries connexes de l'ameublement,Fabrication d'autres meubles,Fabrication de meubles,Fabrication de meubles,Industrie manufacturière
32.11Z,32.11,32.1,32,C,Frappe de monnaie,Frappe de monnaie,Fabrication d'articles de joaillerie bijouterie et articles similaires,Autres industries manufacturières,Industrie manufacturière
32.12Z,32.12,32.1,32,C,Fabrication d'articles de joaillerie et bijouterie,Fabrication d'articles de joaillerie et bijouterie,Fabrication d'articles de joaillerie bijouterie et articles similaires,Autres industries manufacturières,Industrie manufacturière
32.13Z,32.13,32.1,32,C,Fabrication d'articles de bijouterie fantaisie et articles similaires,Fabrication d'articles de bijouterie fantaisie et articles similaires,Fabrication d'articles de joaillerie bijouterie et articles similaires,Autres industries manufacturières,Industrie manufacturière
32.20Z,32.20,32.2,32,C,Fabrication d'instruments de musique,Fabrication d'instruments de musique,Fabrication d'instruments de musique,Autres industries manufacturières,Industrie manufacturière
32.30Z,32.30,32.3,32,C,Fabrication d'articles de sport,Fabrication d'articles de sport,Fabrication d'articles de sport,Autres industries manufacturières,Industrie manufacturière
32.40Z,32.40,32.4,32,C,Fabrication de jeux et jouets,Fabrication de jeux et jouets,Fabrication de jeux et jouets,Autres industries manufacturières,Industrie manufacturière
32.50A,32.50,32.5,32,C,Fabrication de matériel médico-chirurgical et dentaire,Fabrication d'instruments et de fournitures à usage médical et dentaire,Fabrication d'instruments et de fournitures à usage médical et dentaire,Autres industries manufacturières,Industrie manufacturière
32.50B,32.50,32.5,32,C,Fabrication de lunettes,Fabrication d'instruments et de fournitures à usage médical et dentaire,Fabrication d'instruments et de fournitures à usage médical et dentaire,Autres industries manufacturières,Industrie manufacturière
32.91Z,32.91,32.9,32,C,Fabrication d'articles de brosserie,Fabrication d'articles de brosserie,Activités manufacturières n.c.a.,Autres industries manufacturières,Industrie manufacturière
32.99Z,32.99,32.9,32,C,Autres activités manufacturières n.c.a.,Autres activités manufacturières n.c.a.,Activités manufacturières n.c.a.,Autres industries manufacturières,Industrie manufacturière
33.11Z,33.11,33.1,33,C,Réparation d'ouvrages en métaux,Réparation d'ouvrages en métaux,Réparation d'ouvrages en métaux de machines et d'équipements,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.12Z,33.12,33.1,33,C,Réparation de machines et équipements mécaniques,Réparation de machines et équipements mécaniques,Réparation d'ouvrages en métaux de machines et d'équipements,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.13Z,33.13,33.1,33,C,Réparation de matériels électroniques et optiques,Réparation de matériels électroniques et optiques,Réparation d'ouvrages en métaux de machines et d'équipements,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.14Z,33.14,33.1,33,C,Réparation d'équipements électriques,Réparation d'équipements électriques,Réparation d'ouvrages en métaux de machines et d'équipements,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.15Z,33.15,33.1,33,C,Réparation et maintenance navale,Réparation et maintenance navale,Réparation d'ouvrages en métaux de machines et d'équipements,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.16Z,33.16,33.1,33,C,Réparation et maintenance d'aéronefs et d'engins spatiaux,Réparation et maintenance d'aéronefs et d'engins spatiaux,Réparation d'ouvrages en métaux de machines et d'équipements,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.17Z,33.17,33.1,33,C,Réparation et maintenance d'autres équipements de transport,Réparation et maintenance d'autres équipements de transport,Réparation d'ouvrages en métaux de machines et d'équipements,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.19Z,33.19,33.1,33,C,Réparation d'autres équipements,Réparation d'autres équipements,Réparation d'ouvrages en métaux de machines et d'équipements,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.20A,33.20,33.2,33,C,Installation de structures métalliques chaudronnées et de tuyauterie,Installation de machines et d'équipements industriels,Installation de machines et d'équipements industriels,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.20B,33.20,33.2,33,C,Installation de machines et équipements mécaniques,Installation de machines et d'équipements industriels,Installation de machines et d'équipements industriels,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.20C,33.20,33.2,33,C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,Installation de machines et d'équipements industriels,Installation de machines et d'équipements industriels,Réparation et installation de machines et d'équipements,Industrie manufacturière
33.20D,33.20,33.2,33,C,Installation d'équipements électriques de matériels électroniques et optiques ou d'autres matériels,Installation de machines et d'équipements industriels,Installation de machines et d'équipements industriels,Réparation et installation de machines et d'équipements,Industrie manufacturière
35.11Z,35.11,35.1,35,D,Production d'électricité,Production d'électricité,Production transport et distribution d'électricité,Production et distribution d'électricité de gaz de vapeur et d'air conditionné,Production et distribution d'électricité de gaz de vapeur et d'air conditionné
35.12Z,35.12,35.1,35,D,Transport d'électricité,Transport d'électricité,Production transport et distribution d'électricité,Production et distribution d'électricité de gaz de vapeur et d'air conditionné,Production et distribution d'électricité de gaz de vapeur et d'air conditionné
35.13Z,35.13,35.1,35,D,Distribution d'électricité,Distribution d'électricité,Production transport et distribution d'électricité,Production et distribution d'électricité de gaz de vapeur et d'air conditionné,Production et distribution d'électricité de gaz de vapeur et d'air conditionné
35.14Z,35.14,35.1,35,D,Commerce d'électricité,Commerce d'électricité,Production transport et distribution d'électricité,Production et distribution d'électricité de gaz de vapeur et d'air conditionné,Production et distribution d'électricité de gaz de vapeur et d'air conditionné
35.21Z,35.21,35.2,35,D,Production de combustibles gazeux,Production de combustibles gazeux,Production et distribution de combustibles gazeux,Production et distribution d'électricité de gaz de vapeur et d'air conditionné,Production et distribution d'électricité de gaz de vapeur et d'air conditionné
35.22Z,35.22,35.2,35,D,Distribution de combustibles gazeux par conduites,Distribution de combustibles gazeux par conduites,Production et distribution de combustibles gazeux,Production et distribution d'électricité de gaz de vapeur et d'air conditionné,Production et distribution d'électricité de gaz de vapeur et d'air conditionné
35.23Z,35.23,35.2,35,D,Commerce de combustibles gazeux par conduites,Commerce de combustibles gazeux par conduites,Production et distribution de combustibles gazeux,Production et distribution d'électricité de gaz de vapeur et d'air conditionné,Production et distribution d'électricité de gaz de vapeur et d'air conditionné
35.30Z,35.30,35.3,35,D,Production et distribution de vapeur et d'air conditionné,Production et distribution de vapeur et d'air conditionné,Production et distribution de vapeur et d'air conditionné,Production et distribution d'électricité de gaz de vapeur et d'air conditionné,Production et distribution d'électricité de gaz de vapeur et d'air conditionné
36.00Z,36.00,36.0,36,E,Captage traitement et distribution d'eau,Captage traitement et distribution d'eau,Captage traitement et distribution d'eau,Captage traitement et distribution d'eau,Production et distribution d'eau  assainissement gestion des déchets et dépollution
37.00Z,37.00,37.0,37,E,Collecte et traitement des eaux usées,Collecte et traitement des eaux usées,Collecte et traitement des eaux usées,Collecte et traitement des eaux usées,Production et distribution d'eau  assainissement gestion des déchets et dépollution
38.11Z,38.11,38.1,38,E,Collecte des déchets non dangereux,Collecte des déchets non dangereux,Collecte des déchets,Collecte traitement et élimination des déchets  récupération,Production et distribution d'eau  assainissement gestion des déchets et dépollution
38.12Z,38.12,38.1,38,E,Collecte des déchets dangereux,Collecte des déchets dangereux,Collecte des déchets,Collecte traitement et élimination des déchets  récupération,Production et distribution d'eau  assainissement gestion des déchets et dépollution
38.21Z,38.21,38.2,38,E,Traitement et élimination des déchets non dangereux,Traitement et élimination des déchets non dangereux,Traitement et élimination des déchets,Collecte traitement et élimination des déchets  récupération,Production et distribution d'eau  assainissement gestion des déchets et dépollution
38.22Z,38.22,38.2,38,E,Traitement et élimination des déchets dangereux,Traitement et élimination des déchets dangereux,Traitement et élimination des déchets,Collecte traitement et élimination des déchets  récupération,Production et distribution d'eau  assainissement gestion des déchets et dépollution
38.31Z,38.31,38.3,38,E,Démantèlement d'épaves,Démantèlement d'épaves,Récupération,Collecte traitement et élimination des déchets  récupération,Production et distribution d'eau  assainissement gestion des déchets et dépollution
38.32Z,38.32,38.3,38,E,Récupération de déchets triés,Récupération de déchets triés,Récupération,Collecte traitement et élimination des déchets  récupération,Production et distribution d'eau  assainissement gestion des déchets et dépollution
39.00Z,39.00,39.0,39,E,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,Dépollution et autres services de gestion des déchets,Production et distribution d'eau  assainissement gestion des déchets et dépollution
41.10A,41.10,41.1,41,F,Promotion immobilière de logements,Promotion immobilière,Promotion immobilière,Construction de bâtiments,Construction
41.10B,41.10,41.1,41,F,Promotion immobilière de bureaux,Promotion immobilière,Promotion immobilière,Construction de bâtiments,Construction
41.10C,41.10,41.1,41,F,Promotion immobilière d'autres bâtiments,Promotion immobilière,Promotion immobilière,Construction de bâtiments,Construction
41.10D,41.10,41.1,41,F,Supports juridiques de programmes,Promotion immobilière,Promotion immobilière,Construction de bâtiments,Construction
41.20A,41.20,41.2,41,F,Construction de maisons individuelles,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments,Construction
41.20B,41.20,41.2,41,F,Construction d'autres bâtiments,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments,Construction
42.11Z,42.11,42.1,42,F,Construction de routes et autoroutes,Construction de routes et autoroutes,Construction de routes et de voies ferrées,Génie civil,Construction
42.12Z,42.12,42.1,42,F,Construction de voies ferrées de surface et souterraines,Construction de voies ferrées de surface et souterraines,Construction de routes et de voies ferrées,Génie civil,Construction
42.13A,42.13,42.1,42,F,Construction d'ouvrages d'art,Construction de ponts et tunnels,Construction de routes et de voies ferrées,Génie civil,Construction
42.13B,42.13,42.1,42,F,Construction et entretien de tunnels,Construction de ponts et tunnels,Construction de routes et de voies ferrées,Génie civil,Construction
42.21Z,42.21,42.2,42,F,Construction de réseaux pour fluides,Construction de réseaux pour fluides,Construction de réseaux et de lignes,Génie civil,Construction
42.22Z,42.22,42.2,42,F,Construction de réseaux électriques et de télécommunications,Construction de réseaux électriques et de télécommunications,Construction de réseaux et de lignes,Génie civil,Construction
42.91Z,42.91,42.9,42,F,Construction d'ouvrages maritimes et fluviaux,Construction d'ouvrages maritimes et fluviaux,Construction d'autres ouvrages de génie civil,Génie civil,Construction
